codigo_dane,municipio,departamento,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3,enrichment_mode,enrichment_status
"91263","El Encanto","Amazonas","Parque principal de El Encanto","https://www.google.com/maps/search/Parque%20principal%20de%20El%20Encanto%2C%20El%20Encanto%2C%20Amazonas%2C%20Colombia","Iglesia principal de El Encanto","https://www.google.com/maps/search/Iglesia%20principal%20de%20El%20Encanto%2C%20El%20Encanto%2C%20Amazonas%2C%20Colombia","Mirador turístico de El Encanto","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20El%20Encanto%2C%20El%20Encanto%2C%20Amazonas%2C%20Colombia","Hotel principal de El Encanto","https://www.google.com/search?q=Hotel%20principal%20de%20El%20Encanto%20en%20El%20Encanto%20Amazonas%20whatsapp","Hostal central de El Encanto","https://www.google.com/search?q=Hostal%20central%20de%20El%20Encanto%20en%20El%20Encanto%20Amazonas%20whatsapp","Alojamiento turístico de El Encanto","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20El%20Encanto%20en%20El%20Encanto%20Amazonas%20whatsapp","hybrid_seed","pendiente_validacion"
"91405","La Chorrera","Amazonas","Parque principal de La Chorrera","https://www.google.com/maps/search/Parque%20principal%20de%20La%20Chorrera%2C%20La%20Chorrera%2C%20Amazonas%2C%20Colombia","Iglesia principal de La Chorrera","https://www.google.com/maps/search/Iglesia%20principal%20de%20La%20Chorrera%2C%20La%20Chorrera%2C%20Amazonas%2C%20Colombia","Mirador turístico de La Chorrera","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20La%20Chorrera%2C%20La%20Chorrera%2C%20Amazonas%2C%20Colombia","Hotel principal de La Chorrera","https://www.google.com/search?q=Hotel%20principal%20de%20La%20Chorrera%20en%20La%20Chorrera%20Amazonas%20whatsapp","Hostal central de La Chorrera","https://www.google.com/search?q=Hostal%20central%20de%20La%20Chorrera%20en%20La%20Chorrera%20Amazonas%20whatsapp","Alojamiento turístico de La Chorrera","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20La%20Chorrera%20en%20La%20Chorrera%20Amazonas%20whatsapp","hybrid_seed","pendiente_validacion"
"91407","La Pedrera","Amazonas","Parque principal de La Pedrera","https://www.google.com/maps/search/Parque%20principal%20de%20La%20Pedrera%2C%20La%20Pedrera%2C%20Amazonas%2C%20Colombia","Iglesia principal de La Pedrera","https://www.google.com/maps/search/Iglesia%20principal%20de%20La%20Pedrera%2C%20La%20Pedrera%2C%20Amazonas%2C%20Colombia","Mirador turístico de La Pedrera","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20La%20Pedrera%2C%20La%20Pedrera%2C%20Amazonas%2C%20Colombia","Hotel principal de La Pedrera","https://www.google.com/search?q=Hotel%20principal%20de%20La%20Pedrera%20en%20La%20Pedrera%20Amazonas%20whatsapp","Hostal central de La Pedrera","https://www.google.com/search?q=Hostal%20central%20de%20La%20Pedrera%20en%20La%20Pedrera%20Amazonas%20whatsapp","Alojamiento turístico de La Pedrera","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20La%20Pedrera%20en%20La%20Pedrera%20Amazonas%20whatsapp","hybrid_seed","pendiente_validacion"
"91430","La Victoria","Amazonas","Parque principal de La Victoria","https://www.google.com/maps/search/Parque%20principal%20de%20La%20Victoria%2C%20La%20Victoria%2C%20Amazonas%2C%20Colombia","Iglesia principal de La Victoria","https://www.google.com/maps/search/Iglesia%20principal%20de%20La%20Victoria%2C%20La%20Victoria%2C%20Amazonas%2C%20Colombia","Mirador turístico de La Victoria","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20La%20Victoria%2C%20La%20Victoria%2C%20Amazonas%2C%20Colombia","Hotel principal de La Victoria","https://www.google.com/search?q=Hotel%20principal%20de%20La%20Victoria%20en%20La%20Victoria%20Amazonas%20whatsapp","Hostal central de La Victoria","https://www.google.com/search?q=Hostal%20central%20de%20La%20Victoria%20en%20La%20Victoria%20Amazonas%20whatsapp","Alojamiento turístico de La Victoria","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20La%20Victoria%20en%20La%20Victoria%20Amazonas%20whatsapp","hybrid_seed","pendiente_validacion"
"91001","Leticia","Amazonas","Parque principal de Leticia","https://www.google.com/maps/search/Parque%20principal%20de%20Leticia%2C%20Leticia%2C%20Amazonas%2C%20Colombia","Iglesia principal de Leticia","https://www.google.com/maps/search/Iglesia%20principal%20de%20Leticia%2C%20Leticia%2C%20Amazonas%2C%20Colombia","Mirador turístico de Leticia","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Leticia%2C%20Leticia%2C%20Amazonas%2C%20Colombia","Hotel principal de Leticia","https://www.google.com/search?q=Hotel%20principal%20de%20Leticia%20en%20Leticia%20Amazonas%20whatsapp","Hostal central de Leticia","https://www.google.com/search?q=Hostal%20central%20de%20Leticia%20en%20Leticia%20Amazonas%20whatsapp","Alojamiento turístico de Leticia","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Leticia%20en%20Leticia%20Amazonas%20whatsapp","hybrid_seed","pendiente_validacion"
"91460","Miriti - Parana","Amazonas","Parque principal de Miriti - Parana","https://www.google.com/maps/search/Parque%20principal%20de%20Miriti%20-%20Parana%2C%20Miriti%20-%20Parana%2C%20Amazonas%2C%20Colombia","Iglesia principal de Miriti - Parana","https://www.google.com/maps/search/Iglesia%20principal%20de%20Miriti%20-%20Parana%2C%20Miriti%20-%20Parana%2C%20Amazonas%2C%20Colombia","Mirador turístico de Miriti - Parana","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Miriti%20-%20Parana%2C%20Miriti%20-%20Parana%2C%20Amazonas%2C%20Colombia","Hotel principal de Miriti - Parana","https://www.google.com/search?q=Hotel%20principal%20de%20Miriti%20-%20Parana%20en%20Miriti%20-%20Parana%20Amazonas%20whatsapp","Hostal central de Miriti - Parana","https://www.google.com/search?q=Hostal%20central%20de%20Miriti%20-%20Parana%20en%20Miriti%20-%20Parana%20Amazonas%20whatsapp","Alojamiento turístico de Miriti - Parana","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Miriti%20-%20Parana%20en%20Miriti%20-%20Parana%20Amazonas%20whatsapp","hybrid_seed","pendiente_validacion"
"91530","Puerto Alegria","Amazonas","Parque principal de Puerto Alegria","https://www.google.com/maps/search/Parque%20principal%20de%20Puerto%20Alegria%2C%20Puerto%20Alegria%2C%20Amazonas%2C%20Colombia","Iglesia principal de Puerto Alegria","https://www.google.com/maps/search/Iglesia%20principal%20de%20Puerto%20Alegria%2C%20Puerto%20Alegria%2C%20Amazonas%2C%20Colombia","Mirador turístico de Puerto Alegria","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Puerto%20Alegria%2C%20Puerto%20Alegria%2C%20Amazonas%2C%20Colombia","Hotel principal de Puerto Alegria","https://www.google.com/search?q=Hotel%20principal%20de%20Puerto%20Alegria%20en%20Puerto%20Alegria%20Amazonas%20whatsapp","Hostal central de Puerto Alegria","https://www.google.com/search?q=Hostal%20central%20de%20Puerto%20Alegria%20en%20Puerto%20Alegria%20Amazonas%20whatsapp","Alojamiento turístico de Puerto Alegria","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Puerto%20Alegria%20en%20Puerto%20Alegria%20Amazonas%20whatsapp","hybrid_seed","pendiente_validacion"
"91536","Puerto Arica","Amazonas","Parque principal de Puerto Arica","https://www.google.com/maps/search/Parque%20principal%20de%20Puerto%20Arica%2C%20Puerto%20Arica%2C%20Amazonas%2C%20Colombia","Iglesia principal de Puerto Arica","https://www.google.com/maps/search/Iglesia%20principal%20de%20Puerto%20Arica%2C%20Puerto%20Arica%2C%20Amazonas%2C%20Colombia","Mirador turístico de Puerto Arica","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Puerto%20Arica%2C%20Puerto%20Arica%2C%20Amazonas%2C%20Colombia","Hotel principal de Puerto Arica","https://www.google.com/search?q=Hotel%20principal%20de%20Puerto%20Arica%20en%20Puerto%20Arica%20Amazonas%20whatsapp","Hostal central de Puerto Arica","https://www.google.com/search?q=Hostal%20central%20de%20Puerto%20Arica%20en%20Puerto%20Arica%20Amazonas%20whatsapp","Alojamiento turístico de Puerto Arica","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Puerto%20Arica%20en%20Puerto%20Arica%20Amazonas%20whatsapp","hybrid_seed","pendiente_validacion"
"91540","Puerto Narino","Amazonas","Parque principal de Puerto Narino","https://www.google.com/maps/search/Parque%20principal%20de%20Puerto%20Narino%2C%20Puerto%20Narino%2C%20Amazonas%2C%20Colombia","Iglesia principal de Puerto Narino","https://www.google.com/maps/search/Iglesia%20principal%20de%20Puerto%20Narino%2C%20Puerto%20Narino%2C%20Amazonas%2C%20Colombia","Mirador turístico de Puerto Narino","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Puerto%20Narino%2C%20Puerto%20Narino%2C%20Amazonas%2C%20Colombia","Hotel principal de Puerto Narino","https://www.google.com/search?q=Hotel%20principal%20de%20Puerto%20Narino%20en%20Puerto%20Narino%20Amazonas%20whatsapp","Hostal central de Puerto Narino","https://www.google.com/search?q=Hostal%20central%20de%20Puerto%20Narino%20en%20Puerto%20Narino%20Amazonas%20whatsapp","Alojamiento turístico de Puerto Narino","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Puerto%20Narino%20en%20Puerto%20Narino%20Amazonas%20whatsapp","hybrid_seed","pendiente_validacion"
"91669","Puerto Santander","Amazonas","Parque principal de Puerto Santander","https://www.google.com/maps/search/Parque%20principal%20de%20Puerto%20Santander%2C%20Puerto%20Santander%2C%20Amazonas%2C%20Colombia","Iglesia principal de Puerto Santander","https://www.google.com/maps/search/Iglesia%20principal%20de%20Puerto%20Santander%2C%20Puerto%20Santander%2C%20Amazonas%2C%20Colombia","Mirador turístico de Puerto Santander","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Puerto%20Santander%2C%20Puerto%20Santander%2C%20Amazonas%2C%20Colombia","Hotel principal de Puerto Santander","https://www.google.com/search?q=Hotel%20principal%20de%20Puerto%20Santander%20en%20Puerto%20Santander%20Amazonas%20whatsapp","Hostal central de Puerto Santander","https://www.google.com/search?q=Hostal%20central%20de%20Puerto%20Santander%20en%20Puerto%20Santander%20Amazonas%20whatsapp","Alojamiento turístico de Puerto Santander","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Puerto%20Santander%20en%20Puerto%20Santander%20Amazonas%20whatsapp","hybrid_seed","pendiente_validacion"
"91798","Tarapaca","Amazonas","Parque principal de Tarapaca","https://www.google.com/maps/search/Parque%20principal%20de%20Tarapaca%2C%20Tarapaca%2C%20Amazonas%2C%20Colombia","Iglesia principal de Tarapaca","https://www.google.com/maps/search/Iglesia%20principal%20de%20Tarapaca%2C%20Tarapaca%2C%20Amazonas%2C%20Colombia","Mirador turístico de Tarapaca","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Tarapaca%2C%20Tarapaca%2C%20Amazonas%2C%20Colombia","Hotel principal de Tarapaca","https://www.google.com/search?q=Hotel%20principal%20de%20Tarapaca%20en%20Tarapaca%20Amazonas%20whatsapp","Hostal central de Tarapaca","https://www.google.com/search?q=Hostal%20central%20de%20Tarapaca%20en%20Tarapaca%20Amazonas%20whatsapp","Alojamiento turístico de Tarapaca","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Tarapaca%20en%20Tarapaca%20Amazonas%20whatsapp","hybrid_seed","pendiente_validacion"
"05002","Abejorral","Antioquia","Parque principal de Abejorral","https://www.google.com/maps/search/Parque%20principal%20de%20Abejorral%2C%20Abejorral%2C%20Antioquia%2C%20Colombia","Iglesia principal de Abejorral","https://www.google.com/maps/search/Iglesia%20principal%20de%20Abejorral%2C%20Abejorral%2C%20Antioquia%2C%20Colombia","Mirador turístico de Abejorral","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Abejorral%2C%20Abejorral%2C%20Antioquia%2C%20Colombia","Hotel principal de Abejorral","https://www.google.com/search?q=Hotel%20principal%20de%20Abejorral%20en%20Abejorral%20Antioquia%20whatsapp","Hostal central de Abejorral","https://www.google.com/search?q=Hostal%20central%20de%20Abejorral%20en%20Abejorral%20Antioquia%20whatsapp","Alojamiento turístico de Abejorral","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Abejorral%20en%20Abejorral%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05004","Abriaqui","Antioquia","Parque principal de Abriaqui","https://www.google.com/maps/search/Parque%20principal%20de%20Abriaqui%2C%20Abriaqui%2C%20Antioquia%2C%20Colombia","Iglesia principal de Abriaqui","https://www.google.com/maps/search/Iglesia%20principal%20de%20Abriaqui%2C%20Abriaqui%2C%20Antioquia%2C%20Colombia","Mirador turístico de Abriaqui","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Abriaqui%2C%20Abriaqui%2C%20Antioquia%2C%20Colombia","Hotel principal de Abriaqui","https://www.google.com/search?q=Hotel%20principal%20de%20Abriaqui%20en%20Abriaqui%20Antioquia%20whatsapp","Hostal central de Abriaqui","https://www.google.com/search?q=Hostal%20central%20de%20Abriaqui%20en%20Abriaqui%20Antioquia%20whatsapp","Alojamiento turístico de Abriaqui","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Abriaqui%20en%20Abriaqui%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05021","Alejandria","Antioquia","Parque principal de Alejandria","https://www.google.com/maps/search/Parque%20principal%20de%20Alejandria%2C%20Alejandria%2C%20Antioquia%2C%20Colombia","Iglesia principal de Alejandria","https://www.google.com/maps/search/Iglesia%20principal%20de%20Alejandria%2C%20Alejandria%2C%20Antioquia%2C%20Colombia","Mirador turístico de Alejandria","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Alejandria%2C%20Alejandria%2C%20Antioquia%2C%20Colombia","Hotel principal de Alejandria","https://www.google.com/search?q=Hotel%20principal%20de%20Alejandria%20en%20Alejandria%20Antioquia%20whatsapp","Hostal central de Alejandria","https://www.google.com/search?q=Hostal%20central%20de%20Alejandria%20en%20Alejandria%20Antioquia%20whatsapp","Alojamiento turístico de Alejandria","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Alejandria%20en%20Alejandria%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05030","Amaga","Antioquia","Parque principal de Amaga","https://www.google.com/maps/search/Parque%20principal%20de%20Amaga%2C%20Amaga%2C%20Antioquia%2C%20Colombia","Iglesia principal de Amaga","https://www.google.com/maps/search/Iglesia%20principal%20de%20Amaga%2C%20Amaga%2C%20Antioquia%2C%20Colombia","Mirador turístico de Amaga","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Amaga%2C%20Amaga%2C%20Antioquia%2C%20Colombia","Hotel principal de Amaga","https://www.google.com/search?q=Hotel%20principal%20de%20Amaga%20en%20Amaga%20Antioquia%20whatsapp","Hostal central de Amaga","https://www.google.com/search?q=Hostal%20central%20de%20Amaga%20en%20Amaga%20Antioquia%20whatsapp","Alojamiento turístico de Amaga","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Amaga%20en%20Amaga%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
