Codigo_id,departamento,municipio,Subregion,habitantes,temperatura_promedio,altura,festival,fecha,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3,codigo_dane
"15248","Boyacá","El Espino","","","","","","","","","","","","","","","","","","","15248"
"15272","Boyacá","Firavitoba","","","","","","","","","","","","","","","","","","","15272"
"15276","Boyacá","Floresta","","","","","","","","","","","","","","","","","","","15276"
"15293","Boyacá","Gachantivá","","","","","","","","","","","","","","","","","","","15293"
"15296","Boyacá","Gameza","","","","","","","","","","","","","","","","","","","15296"
"15299","Boyacá","Garagoa","","","","","","","","","","","","","","","","","","","15299"
"15317","Boyacá","Guacamayas","","","","","","","","","","","","","","","","","","","15317"
"15322","Boyacá","Guateque","","","","","","","","","","","","","","","","","","","15322"
"15325","Boyacá","Guayatá","","","","","","","","","","","","","","","","","","","15325"
"15332","Boyacá","Güicán","","","","","","","","","","","","","","","","","","","15332"
"15362","Boyacá","Iza","","","","","","","","","","","","","","","","","","","15362"
"15367","Boyacá","Jenesano","","","","","","","","","","","","","","","","","","","15367"
"15368","Boyacá","Jericó","","","","","","","","","","","","","","","","","","","15368"
"15377","Boyacá","Labranzagrande","","","","","","","","","","","","","","","","","","","15377"
"15380","Boyacá","La Capilla","","","","","","","","","","","","","","","","","","","15380"
"15401","Boyacá","La Victoria","","","","","","","","","","","","","","","","","","","15401"
"15403","Boyacá","La Uvita","","","","","","","","","","","","","","","","","","","15403"
"15407","Boyacá","Villa de Leyva","","","","","","","","","","","","","","","","","","","15407"
"15425","Boyacá","Macanal","","","","","","","","","","","","","","","","","","","15425"
"15442","Boyacá","Maripí","","","","","","","","","","","","","","","","","","","15442"
"15455","Boyacá","Miraflores","","","","","","","","","","","","","","","","","","","15455"
"15464","Boyacá","Mongua","","","","","","","","","","","","","","","","","","","15464"
"15466","Boyacá","Monguí","","","","","","","","","","","","","","","","","","","15466"
"15469","Boyacá","Moniquirá","","","","","","","","","","","","","","","","","","","15469"
"15476","Boyacá","Motavita","","","","","","","","","","","","","","","","","","","15476"
"15480","Boyacá","Muzo","","","","","","","","","","","","","","","","","","","15480"
"15491","Boyacá","Nobsa","","","","","","","","","","","","","","","","","","","15491"
"15494","Boyacá","Nuevo Colón","","","","","","","","","","","","","","","","","","","15494"
"15500","Boyacá","Oicatá","","","","","","","","","","","","","","","","","","","15500"
"15507","Boyacá","Otanche","","","","","","","","","","","","","","","","","","","15507"
"15511","Boyacá","Pachavita","","","","","","","","","","","","","","","","","","","15511"
"15514","Boyacá","Páez","","","","","","","","","","","","","","","","","","","15514"
"15516","Boyacá","Paipa","","","","","","","","","","","","","","","","","","","15516"
"15518","Boyacá","Pajarito","","","","","","","","","","","","","","","","","","","15518"
"15522","Boyacá","Panqueba","","","","","","","","","","","","","","","","","","","15522"
"15531","Boyacá","Pauna","","","","","","","","","","","","","","","","","","","15531"
"15533","Boyacá","Paya","","","","","","","","","","","","","","","","","","","15533"
"15537","Boyacá","Paz de Río","","","","","","","","","","","","","","","","","","","15537"
"15542","Boyacá","Pesca","","","","","","","","","","","","","","","","","","","15542"
"15550","Boyacá","Pisba","","","","","","","","","","","","","","","","","","","15550"
"15572","Boyacá","Puerto Boyacá","","","","","","","","","","","","","","","","","","","15572"
"15580","Boyacá","Quípama","","","","","","","","","","","","","","","","","","","15580"
"15599","Boyacá","Ramiriquí","","","","","","","","","","","","","","","","","","","15599"
"15600","Boyacá","Ráquira","","","","","","","","","","","","","","","","","","","15600"
"15621","Boyacá","Rondón","","","","","","","","","","","","","","","","","","","15621"
"15632","Boyacá","Saboyá","","","","","","","","","","","","","","","","","","","15632"
"15638","Boyacá","Sáchica","","","","","","","","","","","","","","","","","","","15638"
"15646","Boyacá","Samacá","","","","","","","","","","","","","","","","","","","15646"
"15660","Boyacá","San Eduardo","","","","","","","","","","","","","","","","","","","15660"
"15664","Boyacá","San José de Pare","","","","","","","","","","","","","","","","","","","15664"
"15667","Boyacá","San Luis de Gaceno","","","","","","","","","","","","","","","","","","","15667"
"15673","Boyacá","San Mateo","","","","","","","","","","","","","","","","","","","15673"
"15676","Boyacá","San Miguel de Sema","","","","","","","","","","","","","","","","","","","15676"
"15681","Boyacá","San Pablo de Borbur","","","","","","","","","","","","","","","","","","","15681"
"15686","Boyacá","Santana","","","","","","","","","","","","","","","","","","","15686"
"15690","Boyacá","Santa María","","","","","","","","","","","","","","","","","","","15690"
"15693","Boyacá","Santa Rosa de Viterbo","","","","","","","","","","","","","","","","","","","15693"
"15696","Boyacá","Santa Sofía","","","","","","","","","","","","","","","","","","","15696"
"15720","Boyacá","Sativanorte","","","","","","","","","","","","","","","","","","","15720"
"15723","Boyacá","Sativasur","","","","","","","","","","","","","","","","","","","15723"
"15740","Boyacá","Siachoque","","","","","","","","","","","","","","","","","","","15740"
"15753","Boyacá","Soatá","","","","","","","","","","","","","","","","","","","15753"
"15755","Boyacá","Socotá","","","","","","","","","","","","","","","","","","","15755"
"15757","Boyacá","Socha","","","","","","","","","","","","","","","","","","","15757"
"15759","Boyacá","Sogamoso","","","","","","","","","","","","","","","","","","","15759"
"15761","Boyacá","Somondoco","","","","","","","","","","","","","","","","","","","15761"
"15762","Boyacá","Sora","","","","","","","","","","","","","","","","","","","15762"
"15763","Boyacá","Sotaquirá","","","","","","","","","","","","","","","","","","","15763"
"15764","Boyacá","Soracá","","","","","","","","","","","","","","","","","","","15764"
"15774","Boyacá","Susacón","","","","","","","","","","","","","","","","","","","15774"
"15776","Boyacá","Sutamarchán","","","","","","","","","","","","","","","","","","","15776"
"15778","Boyacá","Sutatenza","","","","","","","","","","","","","","","","","","","15778"
"15790","Boyacá","Tasco","","","","","","","","","","","","","","","","","","","15790"
"15798","Boyacá","Tenza","","","","","","","","","","","","","","","","","","","15798"
"15804","Boyacá","Tibaná","","","","","","","","","","","","","","","","","","","15804"
"15806","Boyacá","Tibasosa","","","","","","","","","","","","","","","","","","","15806"
"15808","Boyacá","Tinjacá","","","","","","","","","","","","","","","","","","","15808"
"15810","Boyacá","Tipacoque","","","","","","","","","","","","","","","","","","","15810"
"15814","Boyacá","Toca","","","","","","","","","","","","","","","","","","","15814"
"15816","Boyacá","Togüí","","","","","","","","","","","","","","","","","","","15816"
"15820","Boyacá","Tópaga","","","","","","","","","","","","","","","","","","","15820"
"15822","Boyacá","Tota","","","","","","","","","","","","","","","","","","","15822"
"15832","Boyacá","Tununguá","","","","","","","","","","","","","","","","","","","15832"
"15835","Boyacá","Turmequé","","","","","","","","","","","","","","","","","","","15835"
"15837","Boyacá","Tuta","","","","","","","","","","","","","","","","","","","15837"
"15839","Boyacá","Tutazá","","","","","","","","","","","","","","","","","","","15839"
"15842","Boyacá","Umbita","","","","","","","","","","","","","","","","","","","15842"
"15861","Boyacá","Ventaquemada","","","","","","","","","","","","","","","","","","","15861"
"15879","Boyacá","Viracachá","","","","","","","","","","","","","","","","","","","15879"
"15897","Boyacá","Zetaquira","","","","","","","","","","","","","","","","","","","15897"
"17001","Caldas","Manizales","","","","","","","","","","","","","","","","","","","17001"
"17013","Caldas","Aguadas","","","","","","","","","","","","","","","","","","","17013"
"17042","Caldas","Anserma","","","","","","","","","","","","","","","","","","","17042"
"17050","Caldas","Aranzazu","","","","","","","","","","","","","","","","","","","17050"
"17088","Caldas","Belalcázar","","","","","","","","","","","","","","","","","","","17088"
"17174","Caldas","Chinchiná","","","","","","","","","","","","","","","","","","","17174"
"17272","Caldas","Filadelfia","","","","","","","","","","","","","","","","","","","17272"
"17380","Caldas","La Dorada","","","","","","","","","","","","","","","","","","","17380"
"17388","Caldas","La Merced","","","","","","","","","","","","","","","","","","","17388"
"17433","Caldas","Manzanares","","","","","","","","","","","","","","","","","","","17433"
"17442","Caldas","Marmato","","","","","","","","","","","","","","","","","","","17442"
"17444","Caldas","Marquetalia","","","","","","","","","","","","","","","","","","","17444"
"17446","Caldas","Marulanda","","","","","","","","","","","","","","","","","","","17446"
"17486","Caldas","Neira","","","","","","","","","","","","","","","","","","","17486"
"17495","Caldas","Norcasia","","","","","","","","","","","","","","","","","","","17495"
"17513","Caldas","Pácora","","","","","","","","","","","","","","","","","","","17513"
"17524","Caldas","Palestina","","","","","","","","","","","","","","","","","","","17524"
"17541","Caldas","Pensilvania","","","","","","","","","","","","","","","","","","","17541"
"17614","Caldas","Riosucio","","","","","","","","","","","","","","","","","","","17614"
"17616","Caldas","Risaralda","","","","","","","","","","","","","","","","","","","17616"
"17653","Caldas","Salamina","","","","","","","","","","","","","","","","","","","17653"
"17662","Caldas","Samaná","","","","","","","","","","","","","","","","","","","17662"
"17665","Caldas","San José","","","","","","","","","","","","","","","","","","","17665"
"17777","Caldas","Supía","","","","","","","","","","","","","","","","","","","17777"
"17867","Caldas","Victoria","","","","","","","","","","","","","","","","","","","17867"
"17873","Caldas","Villamaría","","","","","","","","","","","","","","","","","","","17873"
"17877","Caldas","Viterbo","","","","","","","","","","","","","","","","","","","17877"
"18001","Caquetá","Florencia","","","","","","","","","","","","","","","","","","","18001"
"18029","Caquetá","Albania","","","","","","","","","","","","","","","","","","","18029"
"18094","Caquetá","Belén de Los Andaquies","","","","","","","","","","","","","","","","","","","18094"
"18150","Caquetá","Cartagena del Chairá","","","","","","","","","","","","","","","","","","","18150"
"18205","Caquetá","Curillo","","","","","","","","","","","","","","","","","","","18205"
"18247","Caquetá","El Doncello","","","","","","","","","","","","","","","","","","","18247"
"18256","Caquetá","El Paujil","","","","","","","","","","","","","","","","","","","18256"
"18410","Caquetá","La Montañita","","","","","","","","","","","","","","","","","","","18410"
"18460","Caquetá","Milán","","","","","","","","","","","","","","","","","","","18460"
"18479","Caquetá","Morelia","","","","","","","","","","","","","","","","","","","18479"
"18592","Caquetá","Puerto Rico","","","","","","","","","","","","","","","","","","","18592"
"18610","Caquetá","San José del Fragua","","","","","","","","","","","","","","","","","","","18610"
"18753","Caquetá","San Vicente del Caguán","","","","","","","","","","","","","","","","","","","18753"
"18756","Caquetá","Solano","","","","","","","","","","","","","","","","","","","18756"
"18785","Caquetá","Solita","","","","","","","","","","","","","","","","","","","18785"
"18860","Caquetá","Valparaíso","","","","","","","","","","","","","","","","","","","18860"
"19001","Cauca","Popayán","","","","","","","","","","","","","","","","","","","19001"
"19022","Cauca","Almaguer","","","","","","","","","","","","","","","","","","","19022"
"19050","Cauca","Argelia","","","","","","","","","","","","","","","","","","","19050"
"19075","Cauca","Balboa","","","","","","","","","","","","","","","","","","","19075"
"19100","Cauca","Bolívar","","","","","","","","","","","","","","","","","","","19100"
"19110","Cauca","Buenos Aires","","","","","","","","","","","","","","","","","","","19110"
"19130","Cauca","Cajibío","","","","","","","","","","","","","","","","","","","19130"
"19137","Cauca","Caldono","","","","","","","","","","","","","","","","","","","19137"
"19142","Cauca","Caloto","","","","","","","","","","","","","","","","","","","19142"
"19212","Cauca","Corinto","","","","","","","","","","","","","","","","","","","19212"
"19256","Cauca","El Tambo","","","","","","","","","","","","","","","","","","","19256"
"19290","Cauca","Florencia","","","","","","","","","","","","","","","","","","","19290"
"19318","Cauca","Guapi","","","","","","","","","","","","","","","","","","","19318"
"19355","Cauca","Inzá","","","","","","","","","","","","","","","","","","","19355"
"19364","Cauca","Jambaló","","","","","","","","","","","","","","","","","","","19364"
"19392","Cauca","La Sierra","","","","","","","","","","","","","","","","","","","19392"
"19397","Cauca","La Vega","","","","","","","","","","","","","","","","","","","19397"
"19418","Cauca","López","","","","","","","","","","","","","","","","","","","19418"
"19450","Cauca","Mercaderes","","","","","","","","","","","","","","","","","","","19450"
"19455","Cauca","Miranda","","","","","","","","","","","","","","","","","","","19455"
"19473","Cauca","Morales","","","","","","","","","","","","","","","","","","","19473"
"19513","Cauca","Padilla","","","","","","","","","","","","","","","","","","","19513"
"19517","Cauca","Paez","","","","","","","","","","","","","","","","","","","19517"
"19532","Cauca","Patía","","","","","","","","","","","","","","","","","","","19532"
"19533","Cauca","Piamonte","","","","","","","","","","","","","","","","","","","19533"
"19548","Cauca","Piendamó","","","","","","","","","","","","","","","","","","","19548"
"19573","Cauca","Puerto Tejada","","","","","","","","","","","","","","","","","","","19573"
"19585","Cauca","Puracé","","","","","","","","","","","","","","","","","","","19585"
"19622","Cauca","Rosas","","","","","","","","","","","","","","","","","","","19622"
"19693","Cauca","San Sebastián","","","","","","","","","","","","","","","","","","","19693"
"19698","Cauca","Santander de Quilichao","","","","","","","","","","","","","","","","","","","19698"
"19701","Cauca","Santa Rosa","","","","","","","","","","","","","","","","","","","19701"
"19743","Cauca","Silvia","","","","","","","","","","","","","","","","","","","19743"
"19760","Cauca","Sotara","","","","","","","","","","","","","","","","","","","19760"
"19780","Cauca","Suárez","","","","","","","","","","","","","","","","","","","19780"
"19785","Cauca","Sucre","","","","","","","","","","","","","","","","","","","19785"
"19807","Cauca","Timbío","","","","","","","","","","","","","","","","","","","19807"
"19809","Cauca","Timbiquí","","","","","","","","","","","","","","","","","","","19809"
"19821","Cauca","Toribio","","","","","","","","","","","","","","","","","","","19821"
"19824","Cauca","Totoró","","","","","","","","","","","","","","","","","","","19824"
"19845","Cauca","Villa Rica","","","","","","","","","","","","","","","","","","","19845"
"20001","Cesar","Valledupar","","","","","","","","","","","","","","","","","","","20001"
"20011","Cesar","Aguachica","","","","","","","","","","","","","","","","","","","20011"
"20013","Cesar","Agustín Codazzi","","","","","","","","","","","","","","","","","","","20013"
"20032","Cesar","Astrea","","","","","","","","","","","","","","","","","","","20032"
"20045","Cesar","Becerril","","","","","","","","","","","","","","","","","","","20045"
"20060","Cesar","Bosconia","","","","","","","","","","","","","","","","","","","20060"
"20175","Cesar","Chimichagua","","","","","","","","","","","","","","","","","","","20175"
"20178","Cesar","Chiriguaná","","","","","","","","","","","","","","","","","","","20178"
"20228","Cesar","Curumaní","","","","","","","","","","","","","","","","","","","20228"
"20238","Cesar","El Copey","","","","","","","","","","","","","","","","","","","20238"
"20250","Cesar","El Paso","","","","","","","","","","","","","","","","","","","20250"
"20295","Cesar","Gamarra","","","","","","","","","","","","","","","","","","","20295"
"20310","Cesar","González","","","","","","","","","","","","","","","","","","","20310"
"20383","Cesar","La Gloria","","","","","","","","","","","","","","","","","","","20383"
"20400","Cesar","La Jagua de Ibirico","","","","","","","","","","","","","","","","","","","20400"
"20443","Cesar","Manaure","","","","","","","","","","","","","","","","","","","20443"
"20517","Cesar","Pailitas","","","","","","","","","","","","","","","","","","","20517"
"20550","Cesar","Pelaya","","","","","","","","","","","","","","","","","","","20550"
"20570","Cesar","Pueblo Bello","","","","","","","","","","","","","","","","","","","20570"
"20614","Cesar","Río de Oro","","","","","","","","","","","","","","","","","","","20614"
"20621","Cesar","La Paz","","","","","","","","","","","","","","","","","","","20621"
"20710","Cesar","San Alberto","","","","","","","","","","","","","","","","","","","20710"
"20750","Cesar","San Diego","","","","","","","","","","","","","","","","","","","20750"
"20770","Cesar","San Martín","","","","","","","","","","","","","","","","","","","20770"
"20787","Cesar","Tamalameque","","","","","","","","","","","","","","","","","","","20787"
"23001","Córdoba","Montería","","","","","","","","","","","","","","","","","","","23001"
"23068","Córdoba","Ayapel","","","","","","","","","","","","","","","","","","","23068"
"23079","Córdoba","Buenavista","","","","","","","","","","","","","","","","","","","23079"
"23090","Córdoba","Canalete","","","","","","","","","","","","","","","","","","","23090"
"23162","Córdoba","Cereté","","","","","","","","","","","","","","","","","","","23162"
"23168","Córdoba","Chimá","","","","","","","","","","","","","","","","","","","23168"
"23182","Córdoba","Chinú","","","","","","","","","","","","","","","","","","","23182"
"23189","Córdoba","Ciénaga de Oro","","","","","","","","","","","","","","","","","","","23189"
"23300","Córdoba","Cotorra","","","","","","","","","","","","","","","","","","","23300"
"23350","Córdoba","La Apartada","","","","","","","","","","","","","","","","","","","23350"
"23417","Córdoba","Lorica","","","","","","","","","","","","","","","","","","","23417"
"23419","Córdoba","Los Córdobas","","","","","","","","","","","","","","","","","","","23419"
"23464","Córdoba","Momil","","","","","","","","","","","","","","","","","","","23464"
"23466","Córdoba","Montelíbano","","","","","","","","","","","","","","","","","","","23466"
"23500","Córdoba","Moñitos","","","","","","","","","","","","","","","","","","","23500"
"23555","Córdoba","Planeta Rica","","","","","","","","","","","","","","","","","","","23555"
"23570","Córdoba","Pueblo Nuevo","","","","","","","","","","","","","","","","","","","23570"
"23574","Córdoba","Puerto Escondido","","","","","","","","","","","","","","","","","","","23574"
"23580","Córdoba","Puerto Libertador","","","","","","","","","","","","","","","","","","","23580"
"23586","Córdoba","Purísima","","","","","","","","","","","","","","","","","","","23586"
"23660","Córdoba","Sahagún","","","","","","","","","","","","","","","","","","","23660"
"23670","Córdoba","San Andrés Sotavento","","","","","","","","","","","","","","","","","","","23670"
"23672","Córdoba","San Antero","","","","","","","","","","","","","","","","","","","23672"
"23675","Córdoba","San Bernardo del Viento","","","","","","","","","","","","","","","","","","","23675"
"23678","Córdoba","San Carlos","","","","","","","","","","","","","","","","","","","23678"
"23686","Córdoba","San Pelayo","","","","","","","","","","","","","","","","","","","23686"
"23807","Córdoba","Tierralta","","","","","","","","","","","","","","","","","","","23807"
"23855","Córdoba","Valencia","","","","","","","","","","","","","","","","","","","23855"
"25001","Cundinamarca","Agua de Dios","","","","","","","","","","","","","","","","","","","25001"
"25019","Cundinamarca","Albán","","","","","","","","","","","","","","","","","","","25019"
"25035","Cundinamarca","Anapoima","","","","","","","","","","","","","","","","","","","25035"
"25040","Cundinamarca","Anolaima","","","","","","","","","","","","","","","","","","","25040"
"25053","Cundinamarca","Arbeláez","","","","","","","","","","","","","","","","","","","25053"
"25086","Cundinamarca","Beltrán","","","","","","","","","","","","","","","","","","","25086"
"25095","Cundinamarca","Bituima","","","","","","","","","","","","","","","","","","","25095"
"25099","Cundinamarca","Bojacá","","","","","","","","","","","","","","","","","","","25099"
"25120","Cundinamarca","Cabrera","","","","","","","","","","","","","","","","","","","25120"
"25123","Cundinamarca","Cachipay","","","","","","","","","","","","","","","","","","","25123"
"25126","Cundinamarca","Cajicá","","","","","","","","","","","","","","","","","","","25126"
"25148","Cundinamarca","Caparrapí","","","","","","","","","","","","","","","","","","","25148"
"25151","Cundinamarca","Caqueza","","","","","","","","","","","","","","","","","","","25151"
"25154","Cundinamarca","Carmen de Carupa","","","","","","","","","","","","","","","","","","","25154"
"25168","Cundinamarca","Chaguaní","","","","","","","","","","","","","","","","","","","25168"
"25175","Cundinamarca","Chía","","","","","","","","","","","","","","","","","","","25175"
"25178","Cundinamarca","Chipaque","","","","","","","","","","","","","","","","","","","25178"
"25181","Cundinamarca","Choachí","","","","","","","","","","","","","","","","","","","25181"
"25183","Cundinamarca","Chocontá","","","","","","","","","","","","","","","","","","","25183"
"25200","Cundinamarca","Cogua","","","","","","","","","","","","","","","","","","","25200"
"25214","Cundinamarca","Cota","","","","","","","","","","","","","","","","","","","25214"
"25224","Cundinamarca","Cucunubá","","","","","","","","","","","","","","","","","","","25224"
"25245","Cundinamarca","El Colegio","","","","","","","","","","","","","","","","","","","25245"
"25258","Cundinamarca","El Peñón","","","","","","","","","","","","","","","","","","","25258"
"25260","Cundinamarca","El Rosal","","","","","","","","","","","","","","","","","","","25260"
"25269","Cundinamarca","Facatativá","","","","","","","","","","","","","","","","","","","25269"
"25279","Cundinamarca","Fomeque","","","","","","","","","","","","","","","","","","","25279"
"25281","Cundinamarca","Fosca","","","","","","","","","","","","","","","","","","","25281"
"25286","Cundinamarca","Funza","","","","","","","","","","","","","","","","","","","25286"
"25288","Cundinamarca","Fúquene","","","","","","","","","","","","","","","","","","","25288"
"25290","Cundinamarca","Fusagasugá","","","","","","","","","","","","","","","","","","","25290"
"25293","Cundinamarca","Gachala","","","","","","","","","","","","","","","","","","","25293"
"25295","Cundinamarca","Gachancipá","","","","","","","","","","","","","","","","","","","25295"
"25297","Cundinamarca","Gachetá","","","","","","","","","","","","","","","","","","","25297"
"25299","Cundinamarca","Gama","","","","","","","","","","","","","","","","","","","25299"
"25307","Cundinamarca","Girardot","","","","","","","","","","","","","","","","","","","25307"
"25312","Cundinamarca","Granada","","","","","","","","","","","","","","","","","","","25312"
"25317","Cundinamarca","Guachetá","","","","","","","","","","","","","","","","","","","25317"
"25320","Cundinamarca","Guaduas","","","","","","","","","","","","","","","","","","","25320"
"25322","Cundinamarca","Guasca","","","","","","","","","","","","","","","","","","","25322"
"25324","Cundinamarca","Guataquí","","","","","","","","","","","","","","","","","","","25324"
"25326","Cundinamarca","Guatavita","","","","","","","","","","","","","","","","","","","25326"
"25328","Cundinamarca","Guayabal de Siquima","","","","","","","","","","","","","","","","","","","25328"
"25335","Cundinamarca","Guayabetal","","","","","","","","","","","","","","","","","","","25335"
"25339","Cundinamarca","Gutiérrez","","","","","","","","","","","","","","","","","","","25339"
"25368","Cundinamarca","Jerusalén","","","","","","","","","","","","","","","","","","","25368"
"25372","Cundinamarca","Junín","","","","","","","","","","","","","","","","","","","25372"
"25377","Cundinamarca","La Calera","","","","","","","","","","","","","","","","","","","25377"
"25386","Cundinamarca","La Mesa","","","","","","","","","","","","","","","","","","","25386"
"25394","Cundinamarca","La Palma","","","","","","","","","","","","","","","","","","","25394"
"25398","Cundinamarca","La Peña","","","","","","","","","","","","","","","","","","","25398"
"25402","Cundinamarca","La Vega","","","","","","","","","","","","","","","","","","","25402"
"25407","Cundinamarca","Lenguazaque","","","","","","","","","","","","","","","","","","","25407"
"25426","Cundinamarca","Macheta","","","","","","","","","","","","","","","","","","","25426"
